,서비스구분,서비스ID,대분류명,소분류명,서비스상태,서비스명,결제방법,장소명,서비스대상,바로가기URL,장소X좌표,장소Y좌표,서비스개시시작일시,서비스개시종료일시,접수시작일시,접수종료일시,지역명,이미지경로,전화번호,서비스이용 시작시간,서비스이용 종료시간,취소기간 기준정보,취소기간 기준일까지,종료일자,종료시간
582,자체,S250407161230349682,문화체험,교육체험,안내중,(주말) 타이포 패밀리,무료,서울시립 미술아카이브 배움동,가족(성인(만 19세 이상) 보호자를 포함한 4인 이하 가족),https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250407161230349682,126.9715,37.60769,2025-05-03 0:00:00,20250531 00:00:00.0,2025-04-09 9:00:00,2025-05-29 18:00:00,종로구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=17440099501884O7FL2N35K01BY5WZDBWI5V1J,02-2124-7400,10:30,15:00,이용일,4,20250531,0:00:00
583,자체,S250227105517211890,문화체험,산림여가,접수중,2025년 송파구 천마공원 산림치유프로그램,무료,천마공원 산림치유센터,제한없음(1회 1~12명까지 신청가능),https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250227105517211890,127.15881,37.50039,2025-04-01 0:00:00,20251129 00:00:00.0,2025-03-17 0:00:00,2025-11-29 0:01:00,송파구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=17413326223237BI3B8UBUZ1C7IM9MYQ82N7Y0,02-2147-3402,10:00,16:00,이용일,2,20251129,0:00:00
584,자체,S250311155352721137,문화체험,교육체험,접수중,광진구보건소 심폐소생술 교육,무료,광진구보건소,제한없음(10세 이상 누구나),https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250311155352721137,127.08192,37.53855,2025-03-11 0:00:00,20251218 00:00:00.0,2025-03-11 0:00:00,2025-12-16 0:00:00,광진구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=17416760323732LTG0G0K8MAJIN94E452BFZCL,02-450-6678,15:00,18:00,이용기간시작일,2,20251218,0:00:00
585,자체,S250312134140100277,문화체험,교육체험,예약마감,가드닝라운지(서울 정원문화힐링센터)_4월 체험,유료,남산타워4층 가드닝라운지,성인,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250312134140100277,126.98788,37.55106,2025-04-03 0:00:00,20250426 00:00:00.0,2025-03-20 10:00:00,2025-04-25 22:00:00,용산구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1741755103014GY61FVNVI1KPD1CQIWSZCSDI3,02-2133-9365,11:00,17:00,이용일,1,20250426,0:00:00
586,자체,S250331132038697873,문화체험,교육체험,안내중,가드닝라운지(서울 정원문화힐링센터)_5월 체험,유료,남산타워4층 가드닝라운지,성인,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250331132038697873,126.98788,37.55106,2025-05-03 0:00:00,20250531 00:00:00.0,2025-04-21 10:00:00,2025-05-30 23:59:00,용산구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1743394918631QA4B22NY9U3HUVAVKCN5YSD79,02-2133-9365,11:00,17:00,이용일,1,20250531,0:00:00
587,자체,S250305173023799960,문화체험,문화행사,접수종료,종로구 골목길해설사와 함께하는 전기발상지 문화탐방,무료,"전기문화탐방A,B코스 집결지 : 개별공지 예정",제한없음,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250305173023799960,126.98369,37.56981,2025-04-11 0:00:00,20250413 00:00:00.0,2025-03-18 0:01:00,2025-04-04 23:59:00,종로구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1742204375198XFFX0PMTZ6PZ255GQZMUX9MIY,02-2148-1855,10:00,16:00,접수종료일,0,20250413,0:00:00
588,자체,S250317162844048409,문화체험,산림여가,접수중,2025년 송파구 생태프로그램 운영(일요일),무료,방이생태학습관,제한없음(초등학교 3학년 이상 권고),https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250317162844048409,127.14038,37.51203,2025-04-01 0:00:00,20250531 00:00:00.0,2025-03-17 0:00:00,2025-05-31 0:00:00,송파구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=17421971954750YPA17EA9WIHDC5TKVNTI6IT9,02-480-0308,10:00,12:00,이용일,2,20250531,0:00:00
589,자체,S250318101326830723,문화체험,문화행사,접수중,2025 서리풀 봄 도보여행(조선의 왕자가 머문 청권사 여행),무료,방배역(2호선) 4번 출구,제한없음,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250318101326830723,126.9977427,37.48177652,2025-04-10 0:00:00,20250522 00:00:00.0,2025-03-19 9:00:00,2025-05-21 17:00:00,서초구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1742260635454MOEL9P5TI1DJ56G0HAX7YIAHS,02-2155-6207,0:00,0:00,이용일,1,20250522,0:00:00
590,자체,S250318131129709569,문화체험,문화행사,예약마감,2025 서리풀 봄 도보여행(서초! 왕족의 역사가 흐르는 헌인릉 여행),무료,헌인릉 매표소,제한없음,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250318131129709569,127.08242,37.46437,2025-04-17 0:00:00,20250515 00:00:00.0,2025-03-19 9:00:00,2025-05-14 17:00:00,서초구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1742271977005K4JRDDTC71S6CQ4R00BRP8YMM,02-2155-6207,0:00,0:00,이용일,1,20250515,0:00:00
591,자체,S250326124720188874,문화체험,산림여가,접수중,송파구 방이습지 어린이 생태 교실(단체),무료,방이생태학습관," 어린이, 유아(유아 및 초등학교)",https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250326124720188874,127.14038,37.51203,2025-04-08 0:00:00,20250530 00:00:00.0,2025-03-28 0:01:00,2025-05-27 18:00:00,송파구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1742960839491IX0N6XGXIF771N9LRZPE8Q6LR,,10:00,12:00,이용일,3,20250530,0:00:00
592,자체,S250328104253595259,문화체험,산림여가,접수종료,"(토)송파구 방이습지, 놀다 보니 습지 박사(오전)(가족)",무료,방이생태학습관," 가족, 어린이, 유아",https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250328104253595259,127.14038,37.51203,2025-04-12 0:00:00,20250531 00:00:00.0,2025-03-28 11:00:00,2025-05-30 18:00:00,송파구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1743127602464OKNXBOIUF2OROY2GASLZ923BO,,10:00,12:00,이용일,3,20250531,0:00:00
595,자체,S250328111854864782,문화체험,산림여가,접수종료,(토)송파구 방이습지 자연으로 표현하는 미술놀이(오후)(가족),무료,방이생태학습관," 가족, 어린이, 유아",https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250328111854864782,127.14038,37.51203,2025-04-12 0:00:00,20250531 00:00:00.0,2025-03-28 0:00:00,2025-05-30 18:00:00,송파구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1743128334643TP3QHLVXVVT5QN1MNXX78BUW9,,14:00,16:00,이용일,3,20250531,0:00:00
596,자체,S250312132833452328,문화체험,문화행사,예약마감,2025 서리풀 봄 도보여행(양재천 봄꽃 가득한 여행),무료,양재시민의 숲역(신분당선) 5번 출구,제한없음,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250312132833452328,127.0385756,37.46955832,2025-04-09 0:00:00,20250521 00:00:00.0,2025-03-19 9:00:00,2025-05-20 17:00:00,서초구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1741754473777YL4Z7XZXSFE67AQA27JWDIL7N,02-2155-6207,0:00,0:00,이용일,1,20250521,0:00:00
597,자체,S250318093827657269,문화체험,문화행사,예약마감,2025 서리풀 봄 도보여행(꽃구름 공원 산책길),무료,고속터미널역(7호선) 3번 출구,제한없음,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250318093827657269,127.0054999,37.50350495,2025-04-16 0:00:00,20250507 00:00:00.0,2025-03-19 9:00:00,2025-05-06 17:00:00,서초구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1742272476788NTCZDXA00QT7VXIPLBNZBMW85,02-2155-6207,0:00,0:00,이용일,1,20250507,0:00:00
598,자체,S250318150339223132,문화체험,문화행사,접수중,2025 서리풀 봄 도보여행(고터?세빛 Go-To 아트로드 투어),무료,고속터미널역(9호선) 8-1번출구,제한없음,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250318150339223132,127.0036955,37.50603921,2025-04-11 0:00:00,20250523 00:00:00.0,2025-03-19 9:00:00,2025-05-22 17:00:00,서초구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1742279391851MU7YCAV8T14LJ48LR8B6R1SN1,02-2155-6207,0:00,0:00,이용일,1,20250523,0:00:00
599,자체,S250320143733951807,문화체험,단체봉사,접수중,서울숲 가드닝 목요 자원봉사(4월),무료,방문자센터,성인(누구나),https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250320143733951807,127.0418,37.54307,2025-04-03 0:00:00,20250417 00:00:00.0,2025-03-25 9:00:00,2025-04-16 16:00:00,성동구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1742455089181U3ZDJKDNHXOE53FDNK5L2ANEJ,02-460-2947,10:00,13:00,이용일,1,20250417,0:00:00
600,자체,S250320162908720550,문화체험,단체봉사,접수중,[서울숲] 유해 외래식물 쏙쏙 (4월),무료,방문자센터,성인(누구나),https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250320162908720550,127.0418,37.54307,2025-04-24 0:00:00,20250424 00:00:00.0,2025-03-25 9:00:00,2025-04-23 16:00:00,성동구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=17424559732071TST3IQ7RZICFWGBHSGARCNJ7,02-460-2947,10:00,13:00,이용일,1,20250424,0:00:00
601,자체,S250321105100273317,문화체험,산림여가,접수중,[구로형 산림처방] 산림치유 프로그램,유료,매봉산 잣절공원,제한없음(구로구민),https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250321105100273317,126.8397,37.50224,2025-04-11 0:00:00,20250531 00:00:00.0,2025-03-21 12:00:00,2025-05-31 0:00:00,구로구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1742522754748WGCZSXF94CTJFBCLS89KHK40Z,02-860-3077,0:00,0:00,이용기간시작일,1,20250531,0:00:00
602,자체,S250321180835068173,문화체험,산림여가,접수중,[구로형 산림처방] 산림치유 프로그램 -가족,유료,매봉산 잣절공원,가족(구로구민),https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250321180835068173,126.8397,37.50224,2025-04-12 0:00:00,20250531 00:00:00.0,2025-03-22 0:00:00,2025-05-31 0:00:00,구로구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1742566208643HMXG7WHHEVYBOCEQZQIBQVPPC,02-860-3077,0:00,0:00,이용기간시작일,1,20250531,0:00:00
603,자체,S250324220222345703,문화체험,교육체험,접수중,"(토) 종로에서, 주얼리랑 놀자 (4월)",유료(요금안내문의),서울주얼리지원센터 제1관,성인,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250324220222345703,126.9919,37.57444,2025-04-12 0:00:00,20250426 00:00:00.0,2025-03-25 0:01:00,2025-04-25 23:55:00,종로구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1742823510510ZM9WT6WYHN3N7ZOWMKKKKX35H,02-2148-2264,13:00,17:00,이용일,1,20250426,0:00:00
607,자체,S250331155632327916,문화체험,산림여가,예약마감,[마포구]제2기 우리동네 놀이기획단(주말)'숲에서 놀자! 놀이 탐험대',무료,매봉산 문화비축기지,초등학생,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250331155632327916,126.89503,37.57035,2025-04-19 0:00:00,20250419 00:00:00.0,2025-04-01 10:00:00,2025-04-10 23:59:00,마포구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1743404191724HJBRNXVW79NR8X6U0G6UXCT3W,02-3153-8968,10:00,15:00,접수종료일,0,20250419,0:00:00
608,자체,S250326185203495698,문화체험,산림여가,접수중,[서초구] 인릉산 치유의 숲길-알아차림의 숲,무료,인릉산 치유의 숲길,성인,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250326185203495698,127.06886,37.45573,2025-03-28 0:00:00,20250425 00:00:00.0,2025-03-26 0:00:00,2025-04-23 12:00:00,서초구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1742982723281EBGSR8XTRK0JTRKI3WMSTSSZV,02-2155-6873,15:00,17:00,이용일,2,20250425,0:00:00
609,자체,S250408141708542122,문화체험,산림여가,접수중,[서초구]인릉산 치유의 숲길-비움의 숲! 채움의 숲!,무료,인릉산 치유의 숲길,성인(일반인),https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250408141708542122,127.06886,37.45573,2025-04-15 0:00:00,20250430 00:00:00.0,2025-04-09 0:00:00,2025-04-26 12:00:00,서초구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1744089428263GYOH4PRYI3L91DSSDYK17NUIR,02-2155-6873,10:00,16:00,이용일,3,20250430,0:00:00
610,자체,S250328104754548943,문화체험,교육체험,예약마감,(토)밤섬생태체험관 특별 원데이 프로그램,무료,밤섬생태체험관,어린이,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250328104754548943,126.9334874,37.53188962,2025-04-01 0:00:00,20250831 00:00:00.0,2025-04-01 0:01:00,2025-08-30 20:00:00,영등포구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1743126473301UR6FOUSSAIHLWZIMN1YRNHLQN,02-3780-0771,10:00,16:00,이용일,3,20250831,0:00:00
611,자체,S250328101339570895,문화체험,산림여가,접수중,[성동구] 숲해설 응봉산 개나리꽃나들이,무료,응봉산 팔각정,제한없음,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250328101339570895,127.0296,37.54812,2025-04-01 0:00:00,20250430 00:00:00.0,2025-03-28 12:00:00,2025-04-28 12:00:00,성동구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1743131981032NL3WYWWFRCFSZCZSD6AM6514T,,10:00,16:00,이용일,3,20250430,0:00:00
612,자체,S250328141816542328,문화체험,문화행사,예약마감,종로의 이야기꾼 전기수가 들려주는 종로 인물전(傳) -2회 [백석 편],무료,구 조선중앙일보 사옥[전기수2회차 집결지]," 가족, 고등학생, 성인, 주부, 청소년",https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250328141816542328,126.98347,37.57234,2025-04-30 0:00:00,20250430 00:00:00.0,2025-04-01 9:00:00,2025-04-29 14:00:00,종로구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1743139333102QVA4VHBGNV75W146TRCJY8KGS,02-2148-1856,14:00,16:00,이용일,1,20250430,0:00:00
613,자체,S250331103415709857,문화체험,교육체험,예약마감,"(주말4/12) [궁촌별묘], 수서 궁마을의 기묘한 이야기",무료,전주 이씨 광평대군파 묘역 일원,가족(초등가족),https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250331103415709857,127.09216,37.48653,2025-04-12 0:00:00,20250412 00:00:00.0,2025-03-31 0:00:00,2025-04-12 0:00:00,강남구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=174338619788424SGU9S66JWTD5TSIXBPSQBBL,,10:00,12:00,접수종료일,1,20250412,0:00:00
614,자체,S250407121115022049,문화체험,교육체험,접수중,"[주말4/19, 26] [궁촌별묘] 신들의 정원, 영순군을 찾아라",무료,전주 이씨 광평대군파 묘역 일원,초등학생,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250407121115022049,127.09216,37.48653,2025-04-19 0:00:00,20250426 00:00:00.0,2025-04-07 0:00:00,2025-04-26 0:00:00,강남구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1743995474303YSM0069535C6QEHBU9AZRP57A,,0:00,0:00,접수종료일,1,20250426,0:00:00
615,자체,S250331161201266225,문화체험,문화행사,접수중,"국립대한민국임시정부기념관 토크콘서트 <대한민국 임시정부, 문학에 깃들다>",무료,국립대한민국임시정부기념관,제한없음,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250331161201266225,126.95436,37.57599,2025-04-13 0:00:00,20250413 00:00:00.0,2025-03-31 0:00:00,2025-04-13 0:00:00,서대문구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1743405165801Z0DHTHOL5EBNGSCRQR3JWBI3C,02-458-3315,0:00,0:00,이용일,1,20250413,0:00:00
616,자체,S250331152149935971,문화체험,산림여가,접수중,[성동구] 찾아가는 숲해설,무료,성동구,제한없음,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250331152149935971,127.03695,37.56343,2025-04-23 0:00:00,20251029 00:00:00.0,2025-03-31 12:00:00,2025-10-24 12:00:00,성동구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1743405080502C6GCU6KTH3TDM3TOY3SDJ17B8,,10:00,12:00,이용일,3,20251029,0:00:00
617,자체,S250404100346908902,문화체험,문화행사,안내중,보라매 가드닝 클럽(청년) 모집,유료,보라매공원,성인,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250404100346908902,126.91949,37.49487,2025-04-10 0:00:00,20250524 00:00:00.0,2025-04-14 10:00:00,2025-04-21 18:00:00,동작구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1743728701897GJNXDAC8R3QI3RGM6KSKJB89Y,02-2133-9365,0:00,0:00,접수종료일,1,20250524,0:00:00
618,자체,S250320145234985400,문화체험,교육체험,접수중,"[경의선숲길] 경의선숲길 나무한스푼 (평일 성인, 4월, 알록달록 자연 팔레트)",무료,경의선숲길 마포순환열차버스 정류장(염리동),성인,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250320145234985400,126.9494037,37.54379963,2025-04-10 0:00:00,20250424 00:00:00.0,2025-03-25 10:00:00,2025-04-23 17:00:00,마포구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=17436642843976HO6XHOB183SABO1MG3J3MK2P,,10:30,12:00,이용일,1,20250424,0:00:00
619,자체,S250331164121622330,문화체험,산림여가,접수종료,[성북구]북악산정원지원센터_가드닝클래스 식물감성 정규반,유료(요금안내문의),북악산 정원지원센터,성인,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250331164121622330,126.98836,37.59282,2025-04-11 0:00:00,20250411 00:00:00.0,2025-04-02 9:00:00,2025-04-04 9:00:00,성북구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1743407564127VKUFC5EPDM735NBYWCJVJ4JEE,02-2241-3733,10:00,12:00,이용기간시작일,7,20250411,0:00:00
625,자체,S250402084806117610,문화체험,산림여가,예약마감,[성북구](일)북악산정원지원센터_ 그림동화로 만나는 정원놀이,유료(요금안내문의),북악산 정원지원센터,가족,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250402084806117610,126.98836,37.59282,2025-04-20 0:00:00,20250420 00:00:00.0,2025-04-02 9:00:00,2025-04-17 9:01:00,성북구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=17435513753912JELP2AUU3NTHB24ESXVV98DA,02-2241-3733,10:30,12:00,이용기간시작일,2,20250420,0:00:00
629,자체,S250402085340550193,문화체험,산림여가,접수중,[성북구](일)북악산정원지원센터_화가의 정원산책,유료(요금안내문의),북악산 정원지원센터,성인,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250402085340550193,126.98836,37.59282,2025-04-27 0:00:00,20250427 00:00:00.0,2025-04-02 9:00:00,2025-04-24 9:01:00,성북구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1743551748815S5P8GFLABQ1G14W3ZTYXHH3EP,02-2241-3733,10:00,12:00,이용기간시작일,2,20250427,0:00:00
