,服务分类,服务ID,大分类名称,小分类名称,服务状态,服务名称,支付方式,场所名称,服务对象,快捷链接URL,场所X坐标,场所Y坐标,服务开始起始日期时间,服务开始结束日期时间,接收开始日期时间,接收结束日期时间,区域名称,图片路径,电话号码,服务使用开始时间,服务使用结束时间,取消期限基准信息,取消期限截止日期,结束日期,结束时间
540,本身,S250317154649675646,文化体验,展览/参观,正在接收,[首尔记录馆] 儿童记录体验室 <弯曲曲折的记录探险> 4月单独观览,免费,首尔档案馆,家庭（儿童及陪同家庭成员）,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250317154649675646,126.9348829,37.60742943,2025-04-01 0:00:00,20250430 00:00:00.0,2025-03-22 10:00:00,2025-04-29 17:00:00,恩平区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1742194092695DGUS9ZCL2WEUFJLR4XBSNG0J3,"02-350-5618, 02-350-5625",10:30,16:30,李龙日,1,20250430,0:00:00
543,本身,S240614090652487117,文化体验,文化活动,正在接收,感动的阳才川有故事的桥,免费,瑞草区杨堤川梅轩桥媒体玻璃,无限制,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S240614090652487117,127.0323961,37.47190539,2025-04-14 0:00:00,20251231 00:00:00.0,2025-04-03 9:00:00,2025-05-24 23:59:00,瑞草区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1718332366500VJDKEA62ZXOC43B5VQGNV4N3L,02-2155-7169,0:00,0:00,受理终止日,1,20251231,0:00:00
544,本身,S250328122421387411,文化体验,山林休闲,正在接收,[圣东区] 森林解说大贤山排水池公园,免费,应峰儿童森林体验中心,无限制,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250328122421387411,127.00428,37.54557,2025-04-01 0:00:00,20250429 00:00:00.0,2025-03-28 12:00:00,2025-04-27 12:00:00,龙山区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=17431333757357K0Y2J292275MXKCLBWVAWI2S,,10:00,16:00,李龙日,3,20250429,0:00:00
545,本身,S250407173549870999,文化体验,山林休闲,正在接收,龙山区应峯森林玩耍,免费,应峰儿童森林体验中心,家庭,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250407173549870999,127.00428,37.54557,2025-04-22 0:00:00,20250722 00:00:00.0,2025-04-07 0:00:00,2025-07-21 0:00:00,龙山区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=17440149496659SPF61D7Z3FXVRBWICIL5BY1X,,14:00,16:00,使用期间起始日,1,20250722,0:00:00
547,本身,S250404143902440759,文化体验,教育体验,预约截止,[九老区] 天王山书屋项目 - 皮革工艺_用钱袋（4月25日/周五/15点~17点）,有偿,天王山书休息区,成人,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250404143902440759,126.83098,37.47871,2025-04-25 0:00:00,20250425 00:00:00.0,2025-04-04 0:00:00,2025-04-24 23:59:00,九老区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=17437466083120LH0FMB5YOVW4LE7VIWGD7C6B,02-860-2793,0:00,0:00,李龙日,1,20250425,0:00:00
548,本身,S250319181449579800,文化体验,山林休闲,正在接收,阿查山休闲中心4月项目,免费,阿察山休闲中心,无限制,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250319181449579800,127.10127,37.55191,2025-04-01 0:00:00,20250430 00:00:00.0,2025-03-24 10:00:00,2025-04-29 10:01:00,广津区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1742375689086Q3FWT4XV38YU95YIP5NQE3NHH,02-6012-0467,10:00,17:00,使用期间起始日,5,20250430,0:00:00
549,本身,S250401110310607181,文化体验,山林休闲,正在接收,2025年阿查山休闲中心特讲课程学员招募,免费,阿察山休闲中心,无限制,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250401110310607181,127.10127,37.55191,2025-04-16 0:00:00,20250416 00:00:00.0,2025-04-07 10:00:00,2025-04-15 17:00:00,广津区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1743473303717KI4EAV3CE1WX77HN8XGL78CG3,02-450-7849,9:30,11:30,李龙日,1,20250416,0:00:00
551,本身,S250224142450534404,文化体验,教育体验,终止接收,[首尔传统音乐博物馆] 幼儿传统文化体验 <与我们的声音一起玩> {幼儿团体},免费,首尔传统音响博物馆,幼儿（幼儿团体（5岁以上））,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250224142450534404,126.9896,37.57717,2025-04-08 0:00:00,20250429 00:00:00.0,2025-02-25 10:00:00,2025-03-28 10:01:00,钟路区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1740375723659YZ81WM1HN0RWI9Q65BV010HEL,02-721-7511,0:00,0:00,使用期间起始日,2,20250429,0:00:00
552,本身,S250407155718998419,文化体验,教育体验,指南中,[首尔传统音乐博物馆] 家庭幸福教育项目 <将阿里郎装进声音盒> {小学生家庭},免费,首尔传统音响博物馆,家庭（小学家庭）,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250407155718998419,126.9896,37.57717,2025-05-09 0:00:00,20250531 00:00:00.0,2025-04-15 10:00:00,2025-05-09 10:00:00,钟路区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1744009140911ZU824C1G92W0YVEDK8ZQBZVCA,02-721-7511,14:00,16:30,使用期间起始日,1,20250531,0:00:00
554,本身,S250328151014610252,文化体验,山林休闲,正在接收,[广津区] 森林解说（4月） 仅限团体接收,免费,光津区阿察山一带,无限制,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250328151014610252,127.10095,37.55443,2025-04-01 0:00:00,20250430 00:00:00.0,2025-04-01 0:00:00,2025-04-25 0:00:00,广津区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1743601689818X2MY32I4RHA9LDBCVNG4SKQLW,,10:00,12:00,李龙日,5,20250430,0:00:00
556,本身,S241004140158350567,文化体验,教育体验,正在接收,九老灾难安全体验馆,免费,九老灾难安全体验馆,成人（成人只能在带孩子的情况下报名）、儿童（6岁以上）、小学生（至小学生为止）,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S241004140158350567,126.8658827,37.49837589,2024-11-01 0:00:00,20271231 00:00:00.0,2024-10-04 0:00:00,2027-12-31 0:00:00,九老区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1728353423999MXAD20NAL15MII1F9FHL8Y40A,"개인: 070-5056-5668, 070-5056-5665  /_단체: 02-850-0946",10:00,16:30,李龙日,3,20271231,0:00:00
557,本身,S250211110924845832,文化体验,教育体验,终止接收,[首尔生活史博物馆] 2025年首尔生活文化探访 - 京春线森林步道（小学3~6年级班级团体）,免费,花郎台铁路公园,小学生（小学3~6年级班级团体）,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250211110924845832,127.09309,37.62445,2025-04-07 0:00:00,20251110 00:00:00.0,2025-02-17 9:00:00,2025-03-11 16:00:00,芦原区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1739241085279N0G7SAM4I8QPRWLQMD3LJQRFS,"02-3399-2967, 2974",10:00,12:00,李龙日,5,20251110,0:00:00
558,本身,S250407164734224222,文化体验,教育体验,指南中,[首尔生活史博物馆]（周末，小学生家庭）2025年下半年首尔生活文化探访 - 京春线森林步道,免费,花郎台铁路公园,家庭（陪同小学生的家庭）,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250407164734224222,127.09309,37.62445,2025-04-19 0:00:00,20250426 00:00:00.0,2025-04-09 9:00:00,2025-04-23 16:00:00,芦原区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1744099535634RGG0AMQR0WMI63AG4YGH2KNGJ,"02-3399-2967, 2974",10:00,12:00,李龙日,5,20250426,0:00:00
559,本身,S250319150825553136,文化体验,山林休闲,预约截止,[道峰区] 无穗谷绿色福利中心[森林疗愈中心] - 俏皮无穗谷（6~13岁家庭）,有偿,无水沟绿色福利中心（森林治疗中心）,家庭（6~13岁家庭）,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250319150825553136,127.03228,37.67686,2025-04-01 0:00:00,20250430 00:00:00.0,2025-03-20 10:00:00,2025-04-29 14:00:00,道峰区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1742364701667K1XSIS2MJO8XWE9KJQO5JRC62,"02-2091-3462, 3463",14:00,16:00,李龙日,3,20250430,0:00:00
560,本身,S250319133111059743,文化体验,山林休闲,正在接收,[道峰区] 无穗谷绿色福利中心[森林疗愈中心] 无穗休息_无（13岁以上一般人）,有偿,无水沟绿色福利中心（森林治疗中心）,无限制（一般人13岁以上）,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250319133111059743,127.03228,37.67686,2025-04-01 0:00:00,20250430 00:00:00.0,2025-03-20 10:00:00,2025-04-29 14:00:00,道峰区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1742358948731XU1QG13GWFEZ7VCPNOWPT2J0S,"02-2091-3462, 3463",10:00,16:00,李龙日,3,20250430,0:00:00
561,本身,S250319134311835258,文化体验,山林休闲,正在接收,[道峰区] 无穗谷绿色福利中心[森林疗愈中心] 无穗休息_水（13岁以上一般人）,有偿,无水沟绿色福利中心（森林治疗中心）,无限制（一般人13岁以上）,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250319134311835258,127.03228,37.67686,2025-04-01 0:00:00,20250430 00:00:00.0,2025-03-20 10:00:00,2025-04-29 14:00:00,道峰区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1742359413234XYED2KYTL80RQPK4F6B750VZR,"02-2091-3462, 3463",10:00,16:00,李龙日,3,20250430,0:00:00
562,本身,S250319134950085238,文化体验,山林休闲,正在接收,*[道峰区] 无穗谷绿色福利中心[森林疗愈中心] - 幸福礼物无穗谷（团体） 需要预约咨询（日期可调）,有偿,无水沟绿色福利中心（森林治疗中心）,*无限制（团体 必须预约咨询（时间可调））,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250319134950085238,127.03228,37.67686,2025-04-01 0:00:00,20250430 00:00:00.0,2025-03-20 10:00:00,2025-04-29 14:00:00,道峰区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1742359813978E0C0NUL7RFIUKYJA9B1SVMWX1,"02-2091-3462, 3463",10:00,16:00,李龙日,3,20250430,0:00:00
563,本身,S250319161105900780,文化体验,山林休闲,正在接收,[道峰区] 无穗谷绿色福利中心[森林疗愈中心] - 百岁健康无穗天下（65岁以上）,有偿,无水沟绿色福利中心（森林治疗中心）,老年人（65岁以上）,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250319161105900780,127.03228,37.67686,2025-04-01 0:00:00,20250430 00:00:00.0,2025-03-20 10:00:00,2025-04-29 14:00:00,道峰区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=17425192368918LDAGRBS9DTUS7TRB4A9A7EPI,"02-2091-3462, 3463",14:00,16:00,李龙日,3,20250430,0:00:00
564,本身,S250319162958938569,文化体验,山林休闲,正在接收,[道峰区] 无穗谷绿色福利中心[森林疗愈中心] - 无穗谷，这个最适合！（糖尿病、高血压等）,有偿,无水沟绿色福利中心（森林治疗中心）,无限制,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250319162958938569,127.03228,37.67686,2025-04-01 0:00:00,20250430 00:00:00.0,2025-03-20 10:00:00,2025-04-29 14:00:00,道峰区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1742369511079MCRXJZPOO74OSW9N8HY8W9MRC,"02-2091-3462, 3463",10:00,12:00,李龙日,3,20250430,0:00:00
565,本身,S250319163643245801,文化体验,山林休闲,正在接收,[道峰区] 无穗谷绿色福利中心[森林疗愈中心] - 活力森林无穗谷（青少年11~18岁）,有偿,无水沟绿色福利中心（森林治疗中心）,青少年（青少年11~18岁）,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250319163643245801,127.03228,37.67686,2025-04-01 0:00:00,20250430 00:00:00.0,2025-03-20 10:00:00,2025-04-29 14:00:00,道峰区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=17425197764988BMEU3S4N52ZZFWHGY07J5WR6,"02-2091-3462, 3463",14:00,16:00,李龙日,3,20250430,0:00:00
566,本身,S250225201749591325,文化体验,教育体验,终止接收,九老园艺支持中心特色项目 - 心灵花园,有偿,九老区花园支持中心,青年（久留区居民）,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250225201749591325,126.85515,37.49179,2025-03-12 0:00:00,20250423 00:00:00.0,2025-02-25 21:00:00,2025-03-12 0:00:00,九老区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=17404841771378XUT4WR7IUYLS8J5DRH366DQI,02-2612-3050,0:00,0:00,使用期间起始日,1,20250423,0:00:00
568,本身,S250305105947086321,文化体验,教育体验,终止接收,小学生班级团体（4~6年级） [信念与和平的波动，通信社] 特别展览联动教育,免费,首尔历史博物馆,小学生（4~6年级班级团体，每次最多20人）,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250305105947086321,126.97108,37.5705,2025-05-22 0:00:00,20250626 00:00:00.0,2025-03-10 10:00:00,2025-03-26 18:00:00,钟路区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=17411399866801NE17ANVWHE1UE01QH0FE1MK0,010-4223-1240 / 02-724-0196,0:00,0:00,李龙日,7,20250626,0:00:00
570,本身,S250225205213877769,文化体验,教育体验,正在接收,九老园艺支持中心特色项目 - 友好花园,有偿,九老区花园支持中心,无限制（多文化家庭）,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250225205213877769,126.85515,37.49179,2025-03-05 0:00:00,20250416 00:00:00.0,2025-02-25 22:00:00,2025-04-29 23:00:00,九老区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1740484524103P3OY1SPU3E3U48OZCPUU5YKBW,02-2612-3050,0:00,0:00,使用期间起始日,1,20250416,0:00:00
571,本身,S250226171412027506,文化体验,教育体验,预约截止,九老园艺支持中心特色项目 - 常春花园,有偿,九老区花园支持中心,老年人,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250226171412027506,126.85515,37.49179,2025-03-06 0:00:00,20250424 00:00:00.0,2025-02-27 14:00:00,2025-04-24 0:00:00,九老区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1740623205578FEPK4BY84RDSH4VJ8S4TXRPRE,02-2612-3050,0:00,0:00,使用期间起始日,1,20250424,0:00:00
572,本身,S250227143255652543,文化体验,教育体验,预约截止,九老园艺支持中心特色项目 - 温暖花园,有偿,九老区花园支持中心,残障人士,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250227143255652543,126.85515,37.49179,2025-03-05 0:00:00,20250416 00:00:00.0,2025-02-27 14:55:00,2025-04-16 0:00:00,九老区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1740634672557LGUCIUDIAWF0X51OU1J2X8ZGL,02-2612-3050,0:00,0:00,使用期间起始日,1,20250416,0:00:00
573,本身,S250324135857761138,文化体验,教育体验,正在接收,九老园艺支持中心4月单日课程,有偿,九老区花园支持中心,成人（久留区居民）,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250324135857761138,126.85515,37.49179,2025-04-04 0:00:00,20250425 00:00:00.0,2025-03-24 15:00:00,2025-04-25 0:00:00,九老区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1742792536751HC7NM75PR99YLTI33BZAH4DJ1,02-2612-3050,0:00,0:00,使用期间起始日,1,20250425,0:00:00
574,本身,S250324141316372369,文化体验,教育体验,终止接收,九老园艺支持中心第2期村庄园艺师（上午班）,有偿,九老区花园支持中心,成人（久留区居民）,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250324141316372369,126.85515,37.49179,2025-04-01 0:00:00,20250610 00:00:00.0,2025-03-24 15:00:00,2025-03-31 0:00:00,九老区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1742793844835FCETT0MQIXGREZK58N3ETGOPT,02-2612-3050,0:00,0:00,使用期间起始日,1,20250610,0:00:00
575,本身,S250324142843798928,文化体验,教育体验,正在接收,九老园艺支持中心第2期村庄园艺师（下午班）,有偿,九老区花园支持中心,成人（久留区居民）,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250324142843798928,126.85515,37.49179,2025-04-01 0:00:00,20250610 00:00:00.0,2025-03-24 15:00:00,2025-04-30 0:00:00,九老区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1742794184620MO195L2O57OUB0S157WJ4NCG1,02-2612-3050,0:00,0:00,使用期间起始日,1,20250610,0:00:00
576,本身,S250324143402255914,文化体验,教育体验,正在接收,九老园艺支持中心4月家庭花园,有偿,九老区花园支持中心,家庭（久留区居民）,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250324143402255914,126.85515,37.49179,2025-04-05 0:00:00,20250426 00:00:00.0,2025-03-24 15:00:00,2025-04-11 0:00:00,九老区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1742795151410ELKIZJAC88CD2VLRJED8ANOF7,02-2612-3050,0:00,0:00,使用期间起始日,1,20250426,0:00:00
581,本身,S250304171913246016,文化体验,教育体验,预约截止,[周末] 巴里冒险,免费,首尔市立美术档案馆学习楼,儿童（2015年1月1日~2018年12月31日出生的儿童）,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250304171913246016,126.9715,37.60769,2025-03-29 0:00:00,20250420 00:00:00.0,2025-03-05 10:00:00,2025-04-17 18:00:00,钟路区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1741077598180H332AZABRN78ZYUNM5UK8ZRD5,02-2124-7400,10:30,15:00,李龙日,4,20250420,0:00:00
582,本身,S250407161230349682,文化体验,教育体验,指南中,[周末] 打字家庭,免费,首尔市立美术档案馆学习楼,家庭（包括成人（19岁以上）监护人的4人以下家庭）,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250407161230349682,126.9715,37.60769,2025-05-03 0:00:00,20250531 00:00:00.0,2025-04-09 9:00:00,2025-05-29 18:00:00,钟路区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=17440099501884O7FL2N35K01BY5WZDBWI5V1J,02-2124-7400,10:30,15:00,李龙日,4,20250531,0:00:00
583,本身,S250227105517211890,文化体验,山林休闲,正在接收,2025年松坡区天马公园森林疗愈项目,免费,天马公园森林治疗中心,无限制（每次申请1~12人）,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250227105517211890,127.15881,37.50039,2025-04-01 0:00:00,20251129 00:00:00.0,2025-03-17 0:00:00,2025-11-29 0:01:00,松坡区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=17413326223237BI3B8UBUZ1C7IM9MYQ82N7Y0,02-2147-3402,10:00,16:00,李龙日,2,20251129,0:00:00
584,本身,S250311155352721137,文化体验,教育体验,正在接收,广津区保健所心肺复苏术教育,免费,光津区保健所,无限制（10岁以上任何人）,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250311155352721137,127.08192,37.53855,2025-03-11 0:00:00,20251218 00:00:00.0,2025-03-11 0:00:00,2025-12-16 0:00:00,广津区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=17416760323732LTG0G0K8MAJIN94E452BFZCL,02-450-6678,15:00,18:00,使用期间起始日,2,20251218,0:00:00
